Monster Name,Island,Monster 1,Monster 2,Portrait URL
Epic Pango,Air Island,Congle,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Epic_Pango.png/revision/latest?cb=20250106000019
Jeeode,Water Island,Shellbeat,Reedling,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0f/Jeeode.png/revision/latest/scale-to-width-down/700?cb=20191027013751
Scups,Air Island,Quibble,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c5/Scups.png/revision/latest/scale-to-width-down/700?cb=20240508143045
Riff,Air Island,Cybop,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c3/Riff.png/revision/latest/scale-to-width-down/700?cb=20191026235927
Sneyser,Fire Oasis,Whaddle,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/d/db/Sneyser.png/revision/latest?cb=20191027010722
Epic Tweedle,Earth Island,Quarrister,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c7/Epic_Tweedle.png/revision/latest/scale-to-width-down/700?cb=20230529230710
Quarrister,Earth Island,Reedling,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/6/68/Quarrister.png/revision/latest/scale-to-width-down/700?cb=20191026235916
Tapricorn,Psychic Island,Poppette,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/0/06/Tapricorn.png/revision/latest?cb=20190926165206
Epic Noggin,Earth Island,Quarrister,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3b/Epic_Noggin.png/revision/latest?cb=20250106000016
Clavi Gnat,Faerie Island,Wimmzies,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Clavi_Gnat.png/revision/latest?cb=20191211165021
Rare Tweedle,Earth Island,PomPom,Reedling,https://static.wikia.nocookie.net/mysingingmonsters/images/8/85/Rare_Tweedle.png/revision/latest?cb=20250106000109
Rare Rootitoot,Psychic Island,Oaktopus,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/d/df/Rare_Rootitoot.png/revision/latest?cb=20220527012546
Rare Fung Pray,Ethereal Island,Jeeode,Humbug,https://static.wikia.nocookie.net/mysingingmonsters/images/8/80/Rare_Fung_Pray.png/revision/latest/scale-to-width-down/700?cb=20191027022720
Rare G'day,Magical Sanctum,Cahoot,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/1/10/Rare_G%27day.png/revision/latest?cb=20250122153945
Epic Hoola,Air Island,Riff,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c3/Epic_Hoola.png/revision/latest?cb=20190717200159
Epic Flowah,Fire Haven,Barrb,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a6/Epic_Flowah.png/revision/latest?cb=20240410205648
Rare Scups,Air Island,Fwog,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5d/Rare_Scups.png/revision/latest?cb=20191027022413
Epic Pango,Earth Island,Reedling,Furcorn,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Epic_Pango.png/revision/latest?cb=20250106000019
Epic Tweedle,Cold Island,Deedge,Dandidoo,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c7/Epic_Tweedle.png/revision/latest/scale-to-width-down/700?cb=20230529230710
Thrumble,Bone Island,Stogg,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5e/Thrumble.png/revision/latest?cb=20250106000254
Epic Phangler,Fire Oasis,Congle,Glowl,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d5/Epic_Phangler.png/revision/latest?cb=20240515152000
Enchantling,Magical Sanctum,Déjà-Jin,Roarick,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Enchantling.png/revision/latest?cb=20230909014346
Rare Kayna,Faerie Island,Ziggurab,Bridg-it,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Shugabush,Plant Island,Bowgart,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/b/be/Shugabush.png/revision/latest?cb=20191027005754
Epic Grumpyre,Ethereal Island,Nebulob,Fung Pray,https://static.wikia.nocookie.net/mysingingmonsters/images/7/76/Epic_Grumpyre.png/revision/latest?cb=20220922010950
Anglow,Water Island,Scups,Pummel,https://static.wikia.nocookie.net/mysingingmonsters/images/6/6d/Anglow.png/revision/latest/scale-to-width-down/700?cb=20230430110003
Hawlo,Bone Island,Kayna,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/8/88/Hawlo.png/revision/latest?cb=20200410232218
Gob,Light Island,Potbelly,Fluoress,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ef/Gob.png/revision/latest?cb=20210821234930
Ghazt,Plant Island,Entbrat,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/3/37/Ghazt.png/revision/latest?cb=20250106000320
Rare Scups,Air Island,Cybop,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5d/Rare_Scups.png/revision/latest?cb=20191027022413
Rare Jeeode,Water Island,Shellbeat,Spunge,https://static.wikia.nocookie.net/mysingingmonsters/images/6/65/Rare_Jeeode.png/revision/latest?cb=20191027022600
Rare Riff,Air Island,Congle,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f2/Rare_Riff.png/revision/latest?cb=20191027022446
Rare Kayna,Bone Island,Uuduk,Banjaw,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Rare Noggin,Water Island,Reedling,Scups,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Fwog,Plant Island,Noggin,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7a/Fwog.png/revision/latest/scale-to-width-down/700?cb=20240508132843
Rare Punkleton,Seasonal Shanty,Punkleton,Seasonal Monsters,https://static.wikia.nocookie.net/mysingingmonsters/images/8/87/Rare_Punkleton.png/revision/latest?cb=20191027022729
Rare Cataliszt,Mythical Island,Cataliszt,Hyehehe,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9e/Rare_Cataliszt.png/revision/latest?cb=20240808204832
Punkleton,Plant Island,Bowgart,T-Rox,https://static.wikia.nocookie.net/mysingingmonsters/images/5/54/Punkleton.png/revision/latest?cb=20230517220657
Rare Toe Jammer,Cold Island,Spunge,Congle,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Rare Thumpies,Cold Island,Pango,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f5/Rare_Thumpies.png/revision/latest?cb=20191027022356
Rare Potbelly,Cold Island,Bowgart,Spunge,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Rare Banjaw,Bone Island,Hawlo,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/c/cc/Rare_Banjaw.png/revision/latest?cb=20220304031745
Rare Congle,Cold Island,Pango,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Rare_Congle.png/revision/latest?cb=20191027022402
Woolabee,Fire Oasis,Glowl,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Woolabee.png/revision/latest?cb=20250106000337
Epic Pummel,Water Island,Scups,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d0/Epic_Pummel.png/revision/latest?cb=20191113205615
Rare Kayna,Psychic Island,Rooba,Periscorp,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Rare Shrubb,Plant Island,Potbelly,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/4/45/Rare_Shrubb.png/revision/latest?cb=20250105235942
Kazilleon,Ethereal Island,Grumpyre,Humbug,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a7/Kazilleon.png/revision/latest/scale-to-width-down/700?cb=20240508140244
Rare Repatillo,Fire Haven,Flowah,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/2/20/Rare_Repatillo.png/revision/latest?cb=20230909042024
Rooba,Psychic Island,Yuggler,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rooba.png/revision/latest?cb=20190926165158
Epic Potbelly,Water Island,Shellbeat,Dandidoo,https://static.wikia.nocookie.net/mysingingmonsters/images/0/08/Epic_Potbelly.png/revision/latest?cb=20250106000221
Rare Potbelly,Water Island,Reedling,Spunge,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Rare Potbelly,Water Island,Pummel,Reedling,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Rare Sporerow,Mythical Island,Cataliszt,Yawstrich,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d6/Rare_Sporerow.png/revision/latest?cb=20250219165008
Uuduk,Bone Island,Peckidna,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/7/79/Uuduk.png/revision/latest?cb=20200410232249
Rare Spunge,Cold Island,Oaktopus,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5c/Rare_Spunge.png/revision/latest?cb=20191027022345
Epic G'joob,Plant Island,Entbrat,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fc/Epic_G%27joob.png/revision/latest?cb=20240904205725
Floogull,Fire Haven,Cybop,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0b/Floogull.png/revision/latest?cb=20250106000403
Rare Spurrit,Seasonal Shanty,Blabbit,Hoola,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f1/Rare_Spurrit.png/revision/latest?cb=20231115164732
Rare Entbrat,Plant Island,Oaktopus,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a1/Rare_Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191027022431
Shellbeat,Water Island,Scups,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/2/23/Shellbeat.png/revision/latest/scale-to-width-down/700?cb=20191026235923
Hairionette,Psychic Island,Gloptic,Rootitoot,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d5/Hairionette_%28Major%29.png/revision/latest?cb=20241211164330
Rare Reedling,Water Island,Dandidoo,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c7/Rare_Reedling.png/revision/latest?cb=20191027022418
Repatillo,Fire Haven,Flowah,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/3/32/Repatillo.png/revision/latest?cb=20250106000328
Epic Maw,Plant Island,Bowgart,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ee/Epic_Maw.png/revision/latest?cb=20250105235441
Rare Kayna,Light Island,TooToo,Fiddlement,https://static.wikia.nocookie.net/mysingingmonsters/images/3/3e/Rare_Kayna.png/revision/latest?cb=20220304050626
Gobbleygourd,Fire Haven,Punkleton,Yool,https://static.wikia.nocookie.net/mysingingmonsters/images/8/86/Gobbleygourd.png/revision/latest?cb=20241125013314
Rare Reebro,Air Island,Riff,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/4/4b/Rare_Reebro.png/revision/latest?cb=20191027022549
Rare Flowah,Fire Haven,Potbelly,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/0/09/Rare_Flowah.png/revision/latest?cb=20240411024124
Epic Drumpler,Plant Island,Clamble,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9c/Epic_Drumpler.png/revision/latest?cb=20250105235503
Rare Grumpyre,Cold Island,Deedge,Thumpies,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5f/Rare_Grumpyre.png/revision/latest?cb=20191027022544
Rare Mammott,Shugabush Island,Shugabush,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Rare Schmoochle,Seasonal Shanty,Schmoochle,Seasonal Monsters,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e3/Rare_Schmoochle.png/revision/latest?cb=20191027022740
Clavavera,Bone Island,Withur,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c9/Clavavera.png/revision/latest?cb=20221026220455
Epic Gobbleygourd,Seasonal Shanty,Jam Boree,Clavavera,https://static.wikia.nocookie.net/mysingingmonsters/images/8/88/Epic_Gobbleygourd.png/revision/latest?cb=20220304044223
Epic Phangler,Psychic Island,Tapricorn,Yuggler,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d5/Epic_Phangler.png/revision/latest?cb=20240515152000
Clamble,Plant Island,Furcorn,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Clamble.png/revision/latest/scale-to-width-down/700?cb=20240508132415
Cranchee,Mythical Island,Cataliszt,Strombonin,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b9/Cranchee.png/revision/latest?cb=20230909020530
Epic Woolabee,Fire Oasis,Whaddle,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f6/Epic_Woolabee.png/revision/latest?cb=20240214154910
Gloptic,Psychic Island,Oaktopus,Yuggler,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e2/Gloptic.png/revision/latest?cb=20190926165044
Rare T-Rox,Plant Island,Maw,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f5/Rare_T-Rox.png/revision/latest?cb=20191027022315
Roarick,Magical Sanctum,Clackula,Fluoress,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fc/Roarick.png/revision/latest?cb=20220304062701
Sneyser,Fire Oasis,Congle,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/d/db/Sneyser.png/revision/latest?cb=20191027010722
Epic Oaktopus,Plant Island,Bowgart,Shrubb,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e9/Epic_Oaktopus.png/revision/latest?cb=20250105235918
Entbrat,Plant Island,Furcorn,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/c/ca/Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191026235937
Epic Stogg,Bone Island,Withur,Phangler,https://static.wikia.nocookie.net/mysingingmonsters/images/4/48/Epic_Stogg.png/revision/latest?cb=20220304052057
Rare Noggin,Earth Island,PomPom,Clamble,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0a/Rare_Noggin.png/revision/latest?cb=20250106000150
Sox,Ethereal Island,Ghazt,Jeeode,https://static.wikia.nocookie.net/mysingingmonsters/images/2/23/Sox.png/revision/latest/scale-to-width-down/700?cb=20240713170909
Buzzinga,Fire Haven,Reedling,Barrb,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2e/Buzzinga.png/revision/latest?cb=20230906172632
Epic Dandidoo,Fire Haven,Reedling,Flowah,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fb/Epic_Dandidoo.png/revision/latest?cb=20250106000105
Rare Quarrister,Earth Island,Dandidoo,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Quarrister.png/revision/latest?cb=20230909041737
Rare Toe Jammer,Cold Island,Bowgart,Spunge,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Strombonin,Cold Island,Spunge,Bowgart,https://static.wikia.nocookie.net/mysingingmonsters/images/6/61/Strombonin.png/revision/latest?cb=20220902144942
Rare Fluoress,Light Island,Spytrap,TooToo,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a0/Rare_Fluoress.png/revision/latest?cb=20230628153719
Epic Cybop,Air Island,Congle,Drumpler,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b0/Epic_Cybop.png/revision/latest?cb=20250106000049
Riff,Air Island,Scups,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c3/Riff.png/revision/latest/scale-to-width-down/700?cb=20191026235927
Rare Sooza,Light Island,Boskus,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/9/91/Rare_Sooza.png/revision/latest?cb=20210718230520
Deedge,Cold Island,Dandidoo,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/7/74/Deedge.png/revision/latest/scale-to-width-down/700?cb=20191026235932
Epic Oaktopus,Psychic Island,Rootitoot,Bonkers,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e9/Epic_Oaktopus.png/revision/latest?cb=20250105235918
Rare Potbelly,Fire Haven,Barrb,Repatillo,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Congle,Cold Island,Quibble,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e0/Congle.png/revision/latest/scale-to-width-down/700?cb=20240427085453
Rare Ffidyll,Seasonal Shanty,Schmoochle,Blabbit,https://static.wikia.nocookie.net/mysingingmonsters/images/2/28/Rare_Ffidyll.png/revision/latest?cb=20230914010909
Rare Schmoochle,Seasonal Shanty,Schmoochle,Prize,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e3/Rare_Schmoochle.png/revision/latest?cb=20191027022740
Hoola,Air Island,PomPom,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/3/38/Hoola.png/revision/latest?cb=20191027013022
Sporerow,Mythical Island,Cataliszt,Yawstrich,https://static.wikia.nocookie.net/mysingingmonsters/images/4/49/Sporerow.png/revision/latest?cb=20220929211048
Rare Yawstrich,Mythical Island,Cataliszt,Yawstrich,https://static.wikia.nocookie.net/mysingingmonsters/images/f/ff/Rare_Yawstrich.png/revision/latest/scale-to-width-down/700?cb=20230202004621
Rare Mammott,Air Island,T-Rox,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Epic Fwog,Air Island,Scups,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5d/Epic_Fwog.png/revision/latest?cb=20250105235716
Rare Jeeode,Water Island,Shellbeat,Pummel,https://static.wikia.nocookie.net/mysingingmonsters/images/6/65/Rare_Jeeode.png/revision/latest?cb=20191027022600
Rare Cataliszt,Mythical Island,Cataliszt,Yawstrich,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9e/Rare_Cataliszt.png/revision/latest?cb=20240808204832
Epic Clamble,Plant Island,Pummel,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/8/88/Epic_Clamble.png/revision/latest?cb=20200115210858
Epic Mammott,Fire Oasis,Sneyser,Quibble,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Epic_Mammott.png/revision/latest?cb=20250106000121
Spunge,Cold Island,Oaktopus,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/2/22/Spunge.png/revision/latest/scale-to-width-down/700?cb=20240508144408
Entbrat,Plant Island,Shrubb,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/c/ca/Entbrat.png/revision/latest/scale-to-width-down/700?cb=20191026235937
Epic Boo'qwurm,Seasonal Shanty,Gobbleygourd,Clavavera,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2e/Epic_Boo%27qwurm.png/revision/latest?cb=20240814155011
Epic PomPom,Shugabush Island,Shugabush,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b5/Epic_PomPom.png/revision/latest?cb=20190509000446
Rare Mammott,Fire Oasis,Woolabee,Wynq,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Rare Deedge,Cold Island,Pango,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e9/Rare_Deedge.png/revision/latest?cb=20230725174111
Rare Tring,Fire Haven,Shrubb,Glowl,https://static.wikia.nocookie.net/mysingingmonsters/images/7/79/Rare_Tring.png/revision/latest?cb=20200127190047
Rare Clavi Gnat,Faerie Island,Wimmzies,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a2/Rare_Clavi_Gnat.png/revision/latest?cb=20241120161414
Epic Shrubb,Earth Island,PomPom,Dandidoo,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c8/Epic_Shrubb.png/revision/latest?cb=20250105235935
Rare Riff,Air Island,Cybop,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f2/Rare_Riff.png/revision/latest?cb=20191027022446
Rare Toe Jammer,Water Island,Scups,Pummel,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
TooToo,Light Island,Pluckbill,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5e/TooToo.png/revision/latest?cb=20220304033237
Withur,Bone Island,Denchuhs,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/4/47/Withur.png/revision/latest?cb=20200410232236
Epic Shellbeat,Water Island,Spunge,Cybop,https://static.wikia.nocookie.net/mysingingmonsters/images/4/48/Epic_Shellbeat.png/revision/latest/scale-to-width-down/700?cb=20210113222921
Rare Potbelly,Plant Island,Bowgart,Pummel,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Epic Sneyser,Fire Oasis,Woolabee,Phangler,https://static.wikia.nocookie.net/mysingingmonsters/images/5/5d/Epic_Sneyser.png/revision/latest?cb=20230909032346
Epic Potbelly,Psychic Island,Gloptic,Phangler,https://static.wikia.nocookie.net/mysingingmonsters/images/0/08/Epic_Potbelly.png/revision/latest?cb=20250106000221
Pango,Cold Island,Tweedle,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9c/Pango.png/revision/latest/scale-to-width-down/700?cb=20240508141251
Rare Sox,Ethereal Island,Ghazt,Jeeode,https://static.wikia.nocookie.net/mysingingmonsters/images/6/65/Rare_Sox.png/revision/latest?cb=20191027022628
Epic Furcorn,Plant Island,Clamble,Fwog,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b9/Epic_Furcorn.png/revision/latest?cb=20250105235752
G'day,Magical Sanctum,Cahoot,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ee/G%27day.png/revision/latest?cb=20220304050303
Plinkajou,Bone Island,Phangler,Peckidna,https://static.wikia.nocookie.net/mysingingmonsters/images/d/d2/Plinkajou.png/revision/latest?cb=20220304045953
Pluckbill,Light Island,Kayna,Fluoress,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ec/Pluckbill.png/revision/latest?cb=20220304065715
Rare Mammott,Faerie Island,Ziggurab,Cantorell,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b4/Rare_Mammott.png/revision/latest?cb=20250106000128
Repatillo,Fire Haven,Stogg,Potbelly,https://static.wikia.nocookie.net/mysingingmonsters/images/3/32/Repatillo.png/revision/latest?cb=20250106000328
Rare Humbug,Earth Island,Quarrister,PomPom,https://static.wikia.nocookie.net/mysingingmonsters/images/f/f9/Rare_Humbug.png/revision/latest?cb=20191027022611
Pladdie,Faerie Island,Bridg-it,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fc/Pladdie.png/revision/latest?cb=20221210162645
Rare Reedling,Water Island,Shrubb,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/c/c7/Rare_Reedling.png/revision/latest?cb=20191027022418
Epic Yool,Seasonal Shanty,Blabbit,Hoola,https://static.wikia.nocookie.net/mysingingmonsters/images/0/0f/Epic_Yool.png/revision/latest?cb=20191027015545
Rare Sneyser,Fire Oasis,Wynq,Tweedle,https://static.wikia.nocookie.net/mysingingmonsters/images/e/ef/Rare_Sneyser.png/revision/latest?cb=20230909042202
Enchantling,Magical Sanctum,Cahoot,Osstax,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Enchantling.png/revision/latest?cb=20230909014346
Epic Bowgart,Plant Island,Clamble,Oaktopus,https://static.wikia.nocookie.net/mysingingmonsters/images/8/86/Epic_Bowgart.png/revision/latest?cb=20191027015442
Rare Kazilleon,Ethereal Island,Grumpyre,Humbug,https://static.wikia.nocookie.net/mysingingmonsters/images/3/37/Rare_Kazilleon.png/revision/latest?cb=20191027022656
Epic Potbelly,Light Island,Blow't,Boskus,https://static.wikia.nocookie.net/mysingingmonsters/images/0/08/Epic_Potbelly.png/revision/latest?cb=20250106000221
Epic Jellbilly,Ethereal Island,Arackulele,Jellbilly,https://static.wikia.nocookie.net/mysingingmonsters/images/2/2c/Epic_Jellbilly.png/revision/latest?cb=20240410205339
Epic G'joob,Mythical Island,Cataliszt,Yawstrich,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fc/Epic_G%27joob.png/revision/latest?cb=20240904205725
Rare Gobbleygourd,Fire Haven,Glowl,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/b/ba/Rare_Gobbleygourd.png/revision/latest?cb=20211126064522
Barrb,Fire Haven,Dandidoo,Kayna,https://static.wikia.nocookie.net/mysingingmonsters/images/2/29/Barrb.png/revision/latest?cb=20250106000356
Epic Boskus,Fire Oasis,Woolabee,Maw,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a3/Epic_Boskus.png/revision/latest?cb=20221028150635
Pladdie,Faerie Island,Clavi Gnat,Noggin,https://static.wikia.nocookie.net/mysingingmonsters/images/f/fc/Pladdie.png/revision/latest?cb=20221210162645
Rare Blabbit,Seasonal Shanty,Blabbit,Prize,https://static.wikia.nocookie.net/mysingingmonsters/images/0/04/Rare_Blabbit.png/revision/latest?cb=20191027022744
Epic Jeeode,Ethereal Island,Jellbilly,Arackulele,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b8/Epic_Jeeode.png/revision/latest?cb=20221028150559
Rare Clackula,Magical Sanctum,Larvaluss,Mushaboom,https://static.wikia.nocookie.net/mysingingmonsters/images/0/06/Rare_Clackula.png/revision/latest?cb=20240619151530
Epic Oaktopus,Cold Island,Spunge,Pango,https://static.wikia.nocookie.net/mysingingmonsters/images/e/e9/Epic_Oaktopus.png/revision/latest?cb=20250105235918
Rare Theremind,Magical Sanctum,Frondley,Larvaluss,https://static.wikia.nocookie.net/mysingingmonsters/images/a/ac/Rare_Theremind.png/revision/latest?cb=20220304061920
Rare Toe Jammer,Air Island,Scups,Congle,https://static.wikia.nocookie.net/mysingingmonsters/images/a/a9/Rare_Toe_Jammer.png/revision/latest?cb=20250106000144
Wynq,Fire Oasis,Phangler,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/6/62/Wynq.png/revision/latest?cb=20250106000240
Arackulele,Ethereal Island,Grumpyre,Reebro,https://static.wikia.nocookie.net/mysingingmonsters/images/5/56/Arackulele.png/revision/latest/scale-to-width-down/700?cb=20240508131225
Rare Cherubble,Mythical Island,Cataliszt,Cherubble,https://static.wikia.nocookie.net/mysingingmonsters/images/d/de/Rare_Cherubble.png/revision/latest?cb=20240605164254
Whisp,Ethereal Island,Ghazt,Grumpyre,https://static.wikia.nocookie.net/mysingingmonsters/images/9/9e/Whisp.png/revision/latest/scale-to-width-down/700?cb=20191027013755
Rare Potbelly,Plant Island,Clamble,Bowgart,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Rare_Potbelly.png/revision/latest?cb=20250106000228
Spunge,Cold Island,Dandidoo,Toe Jammer,https://static.wikia.nocookie.net/mysingingmonsters/images/2/22/Spunge.png/revision/latest/scale-to-width-down/700?cb=20240508144408
Whiz-bang,Light Island,Blow't,Spytrap,https://static.wikia.nocookie.net/mysingingmonsters/images/a/ab/Whiz-bang.png/revision/latest?cb=20220723191127
Rare Drumpler,Plant Island,Noggin,Mammott,https://static.wikia.nocookie.net/mysingingmonsters/images/b/b7/Rare_Drumpler.png/revision/latest?cb=20250105235520
Enchantling,Magical Sanctum,Frondley,Clackula,https://static.wikia.nocookie.net/mysingingmonsters/images/7/7f/Enchantling.png/revision/latest?cb=20230909014346
